"company_overseas_infrastructure_id","company_id","infrastructure_type_id","secondary_infrastructure_type_id","country_id","city","overseas_infrastructure_lat","overseas_infrastructure_lng","label","year_commenced","year_ended","Primary topic","Secondary (if needed)","Third topic","text","cable_id","highlight","cable_owner","curr_not_in_use","type_of_company_id_ref","ownership_structure_id_ref","cable_countries","(data centre) type","street address","","Do Not Touch - For Country Counts","Infrastructure 1","Infrastructure 2","Topic 1","Topic 2","Topic 3","Company","","Cable","Terrestrial","Leased"
"47","9 | CETC","1 | R&D lab","","34 | Belarus","Minsk","53.90000","27.56667","China-Belarus Industrial Park","2017","","","","","<p>In 2017, CETC <a href=""https://eng.belta.by/economics/view/another-resident-company-in-belarus-china-industrial-park-103793-2017/"">registered</a> as a resident at the Belarus&ndash;China Great Stone Industrial Park in Minsk. In a media interview, the head of the park's administration mentioned CETC's work in data processing and artificial intelligence, which may indicate that it plans to carry out research in those areas at the industrial park. While at least 16 companies had joined the park in 2017, including ZTE, AVIC and Huawei, it appears that much of the park is still under development. <br /><br />CETC's general manager and <a href=""http://www.dzjsyy.com/m/view.php?aid=1543"">representatives</a> of its 28th and 38th research institutes were present at the registration event. CETC's <a href=""http://28.cetc.com.cn/28/319807/319795/index.html"">28th Research Institute</a> is cleared to work on top secret military projects and specialises in air control systems. CETC's <a href=""http://www.cetc38.com.cn/38/335778/335766/index.html"">38th Research Institute</a> describes itself as ""the nation's core national defence high-tech electronic equipment research institute"", researching and developing a broad range of military equipment, including radar and jammer systems. The 38th Research Institute is included in the US Government's Entity List, restricting exports to it on national security grounds.</p>","","TRUE","","","2 | Technology","1 | State-owned enterprise","","","","","","1 | R&D lab34 | Belarus","34 | Belarus","34 | Belarus","34 | Belarus","34 | Belarus","9 | CETC34 | Belarus","","","",""
"56","","","","","","","","","","","","","","","","FALSE","","","","","","","","","","","","","","","","","","",""
"82","9 | CETC","15 | Telecommunications or ICT","","173 | Papua New Guinea","Kavieng","-3.25988","151.81404","New Ireland solar power station deal","2017","","","","","<p>In 2017, Papua New Guinea's New Ireland Province and CETC International <a href=""https://news.pngfacts.com/2017/04/advanced-solar-power-systems-for-nip.html"" target=""_blank"" rel=""noopener"">signed</a> a 25 million kina (US$7.5 million) deal to ""design, supply and install the first large-scale solar power stations to provide power to three towns in New Ireland, Kavieng, Namatanai and Konos, and to beef up the diesel power outputs in the towns"". It appears as though this is CETC's first major project in Papua New Guinea.</p>","","FALSE","","","2 | Technology","1 | State-owned enterprise","","","","","","15 | Telecommunications or ICT173 | Papua New Guinea","173 | Papua New Guinea","173 | Papua New Guinea","173 | Papua New Guinea","173 | Papua New Guinea","9 | CETC173 | Papua New Guinea","","","",""
"173","9 | CETC","3 | Research partnership","17 | MoU-agreement","74 | United Kingdom","Cambridge","52.20430","0.11498","University of Cambridge","2017","","","","","<p>In 2018, the President of the China Electronics Technology Corporation (CETC) <a href=""https://www.kicc.cam.ac.uk/news/president-of-cetc-visits-cambridge-university"">led</a> a team of 15 people to visit the Battcock Centre and the Kavli Institute to discuss specific opportunities for a strong, long term, collaboration with the University of Cambridge.</p>
<p>Director of the Battcock Centre, Paul Alexander, in February 2021 <a href=""https://committees.parliament.uk/publications/4801/documents/48382/default/"">sent a letter</a> in response to concerns regarding the University's collaborations with CETC. The letter said that the University's interactions with CETC are due to their joint involvment in the Square Kilometre Array (SKA) international science project. The director also said that at the time of CETC's visit to the University in 2018, they were not aware of 'the role of CETC in state surveillance in Xinjang,' adding that they had no plans to develop collaboration with CETC.</p>","","TRUE","","","2 | Technology","1 | State-owned enterprise","","","","","","3 | Research partnership74 | United Kingdom","17 | MoU-agreement74 | United Kingdom","74 | United Kingdom","74 | United Kingdom","74 | United Kingdom","9 | CETC74 | United Kingdom","","","",""
"172","9 | CETC","3 | Research partnership","17 | MoU-agreement","20 | Belgium","","51.15001","4.18992","Newtec partnership","2016","","","","","<p>In November 2016, <a href=""https://www.newtec.eu/article/release/newtec-and-cetc54-enter-new-partnership"">Newtec</a>, a specialist in designing, developing and manufacturing equipment and technologies for satellite communications, announced that it had entered into a strategic partnership with the 54th Research Institute of China Electronics Technology Group Corporation (CETC54) to strengthen its position in China and across Asia. Under the agreement&mdash;which was signed the previous month at Newtec&rsquo;s headquarters in Belgium, in the presence of the European Space Agency (ESA) and the Belgian State Secretary for Science Policy, Elke Sleurs&mdash;CETC54 will use Newtec technology in its newest VSAT systems in China. In addition, Newtec will be able to source radio freqency and antenna products, enabling the company to bring more elaborate ground segment solutions to the market.</p>","","FALSE","","","2 | Technology","1 | State-owned enterprise","","","","","","3 | Research partnership20 | Belgium","17 | MoU-agreement20 | Belgium","20 | Belgium","20 | Belgium","20 | Belgium","9 | CETC20 | Belgium","","","",""
"49","9 | CETC","1 | R&D lab","11 | Smart City-Public Security project","13 | Austria","Graz","47.05851","15.46054","Sino-Austrian Electronic Technology Innovation Centre","2015","","2 | Smart cities","","6 | Surveillance","<p>In <a href=""https://web.archive.org/web/20181107004217/http:/www.jiaxing.gov.cn/wzbjb/zyxx_36070/201505/t20150523_494436.html"">2015</a>, CETC and Technical University Graz (TU Graz) established the Sino-Austrian Electronic Technology Innovation Centre (SAETIC). A Chinese media <a href=""https://web.archive.org/web/20181107004217/http:/www.jiaxing.gov.cn/wzbjb/zyxx_36070/201505/t20150523_494436.html"">report</a> stated that SAETIC is run by CETC&rsquo;s 36th Research Institute and TU Graz&rsquo;s Information Technology College. The vice mayor of Graz and representatives from CETC&rsquo;s 18th&nbsp;Research Institute and CETC Avionics were also present at the opening of the centre.</p>
<p>According to the director of the 36th&nbsp;Research Institute, &ldquo;Austria's electronic information technology is very advanced, and TU Graz is a reputable university. SAETIC is a platform for exchange and cooperation; in other words, Austria&rsquo;s technology and cutting-edge products will be brought to China to be commercialized, as in the end China&rsquo;s market is very large.&rdquo;</p>
<p>The 36th Research Institute <a href=""http://www.cetc36.com/36/335690/335678/index.html"">states</a> that it hosts a military laboratory and &ldquo;bears the important mission of developing national security in the field of network information&rdquo;. Similarly, the <a href=""http://18.cetc.com.cn/18/338726/338714/index.html"">18th&nbsp;Research Institute&rsquo;s</a> past contributions to military technology have earned it two first-class military technology prizes. It also provided components for China&rsquo;s first satellite, first atomic bomb, first hydrogen bomb and first electric torpedo.</p>
<p>In an <a href=""http://web.archive.org/web/20190402055426/http://www.jtec-ltd.com/zgdzkj/_300931/zgdk/460785/2017020818112427790.pdf"">interview</a> with CETC&rsquo;s internal newspaper, CETC&rsquo;s general manager, Fan Youshan, linked the project to China&rsquo;s Belt and Road Initiative, describing SAETIC as &ldquo;a model example of a belt and road cultural exchange program&rdquo;.</p>
<p>CETC has <a href=""http://web.archive.org/web/20190402055426/http://www.jtec-ltd.com/zgdzkj/_300931/zgdk/460785/2017020818112427790.pdf"">stated</a> that the collaboration will cover areas including smart cities, industrial control, microsatellites and battery technology. CETC and TU Graz cooperate on smart water management technology research and have signed an agreement on &ldquo;talent exchange, cooperation and training&rdquo;.</p>
<p>CETC is actively building a presence in Austria. The year after SAETIC was established, CETC set up an R&amp;D centre and its European <a href=""https://austria-forum.org/af/Wissenssammlungen/Essays/Berichte_von_Unternehmen/CETC"">headquarters</a> in Graz&mdash;reportedly its first office outside Asia. An Austrian media <a href=""https://derstandard.at/2000046840868/Chinesischer-IT-Konzern-richtet-Europazentrale-in-Graz-ein"">report</a> on CETC&rsquo;s European headquarters states that its cooperation with companies and universities in Graz focuses on &ldquo;security technology and business intelligence&rdquo;.</p>","","TRUE","","","2 | Technology","1 | State-owned enterprise","","","","","","1 | R&D lab13 | Austria","11 | Smart City-Public Security project13 | Austria","2 | Smart cities13 | Austria","13 | Austria","6 | Surveillance13 | Austria","9 | CETC13 | Austria","","","",""
"86","9 | CETC","3 | Research partnership","1 | R&D lab","74 | United Kingdom","Manchester","53.24000","-2.31000","University of Manchester partnership","2015","","","","","<p>In June 2015, CETC signed a collaboration <a href=""http://www.xinhuanet.com/english/2018-06/05/c_137230026.htm"">agreement</a> with Jodrell Bank, a radio telescope at the University of Manchester. The collaboration focuses on R&amp;D of radio astronomy technologies. The agreement also paved the way for the establishment of a joint laboratory for ""radio astronomy advanced instrumentation research"". CETC's 54th Research Institute, which leads much of its radio astronomy research, is on the US government's <a href=""https://www.federalregister.gov/documents/2012/09/19/2012-22952/addition-of-certain-persons-to-the-entity-list-removal-of-person-from-the-entity-list-based-on"">Entity List</a>, restricting exports to it on national security grounds.</p>
<p>In February 2021, the University of Manchester said it <a href=""https://eandt.theiet.org/content/articles/2021/02/university-severs-ties-with-cetc-over-alleged-human-rights-abuse/"">was taking steps to end</a> the joint research project with CETC over human rights concerns.</p>","","TRUE","","","2 | Technology","1 | State-owned enterprise","","","","","","3 | Research partnership74 | United Kingdom","1 | R&D lab74 | United Kingdom","74 | United Kingdom","74 | United Kingdom","74 | United Kingdom","9 | CETC74 | United Kingdom","","","",""
"87","9 | CETC","3 | Research partnership","1 | R&D lab","14 | Australia","Sydney","-33.88359","151.20097","University of Technology Sydney partnership","2015","","1 | Artificial Intelligence","2 | Smart cities","","<p>In April 2017, <a class=""u-underline"" href=""https://www.uts.edu.au/about/faculty-engineering-and-information-technology/news/joint-iet-research-centre-china"" data-link-name=""in body link"">a joint centre</a> for advanced science and technology research funded by defence state-owned enterprise China Electronics Technology Group Corporation (CETC) was launched at the University of Technology, Sydney (UTS). CETC is providing the centre with up to A$20 million over five years, and the centre is <a href=""https://www.uts.edu.au/about/faculty-engineering-and-information-technology/news/new-joint-iet-research-centre-cetc"" target=""_blank"" rel=""noopener"">managed by</a> representatives of both UTS and CETC.</p>
<p>It appears that the UTS research centre is funded by CETC's 54th Research Institute, which is <a href=""https://www.theguardian.com/australia-news/2017/jun/03/csiro-cooperation-with-chinese-defence-contractor-should-raise-questions"">heavily involved</a> in military application research in telecommunications, underwater acoustic sensors, satellite tracking, jamming military communications, intelligence and reconnaissance, and unmanned systems. CETC 54 has been a funder of UTS's Global Big Data Technology Centre since 2015. In 2018, CETC funded a research project at UTS on <a href=""https://web.archive.org/web/20180324134212/https://web-tools.uts.edu.au/projects/detail.cfm?ProjectId=PRO18-5157"" target=""_blank"" rel=""noopener"">public security online video retrieval systems</a>. The <a href=""https://www.theaustralian.com.au/news/inquirer/australian-taxes-may-help-finance-chinese-military-capability/news-story/6aa9780c6a907b24993d006ef25f9654"" target=""_blank"" rel=""noopener"">controversial</a> <a href=""https://www.afr.com/news/world/asia/australian-universities-helping-china-to-modernise-its-military-20180627-h11y4s"" target=""_blank"" rel=""noopener"">UTS&ndash;CETC partnership</a> has <a href=""https://www.theguardian.com/australia-news/2017/dec/16/calls-for-regulation-of-universities-partnering-with-military-linked-foreign-companies"" target=""_blank"" rel=""noopener"">attracted</a> <a href=""https://www.theguardian.com/australia-news/2017/jun/03/csiro-cooperation-with-chinese-defence-contractor-should-raise-questions"" target=""_blank"" rel=""noopener"">continuous</a> <a href=""https://www.theguardian.com/australia-news/2017/sep/19/faustian-bargain-defence-fears-over-australian-universitys-100m-china-partnership"" target=""_blank"" rel=""noopener"">media attention</a>.</p>
<p>In 2019, UTS <a href=""https://www.uts.edu.au/news/media-contacts/uts-cetc-review"">published</a> a review of its work with CETC in response to a media enquiry from the Financial Times. The review highlighted risk areas in the collaboration, and recommended to cease work with the Chinese company on one of the most problematic projects, as well as to attempt to conclude all other projects ahead of schedule.</p>","","TRUE","","","2 | Technology","1 | State-owned enterprise","","","","","","3 | Research partnership14 | Australia","1 | R&D lab14 | Australia","1 | Artificial Intelligence14 | Australia","2 | Smart cities14 | Australia","14 | Australia","9 | CETC14 | Australia","","","",""
"174","9 | CETC","3 | Research partnership","17 | MoU-agreement","14 | Australia","","-26.69703","116.63109","CSIRO Square Kilometer Array","2014","","","","","<p>China Electronics Technology Group Corporation&rsquo;s 54th&nbsp;Research Institute (CETC54) was <a href=""https://www.atnf.csiro.au/news/newsletter/apr09/ATNFnews_Apr09_lowres.pdf"">contracted</a> by Australia&rsquo;s Commonwealth Scientific and Industrial Research Organisation (CSIRO) to manufacture antennas for the Australian Square Kilometre Array Pathfinder. CETC54 also built a <a href=""https://www.skatelescope.org/news/china-completes-prototype-dish-ska/"">prototype</a> dish for the square kilometre array in 2014. CETC&rsquo;s collaboration with CSIRO was praised in a 2012 <a href=""https://china.embassy.gov.au/bjng/20120904HOMspeech-eng.html"">speech</a> by Frances Adamson, then Australian Ambassador to Beijing. <a href=""http://www.ict.ac.cn/xwzx/xshd/200805/t20080528_2119118.html"">Scientists</a> at CSIRO later moved to the University of Technology Sydney, which then received a A$30 million <a href=""https://www.theguardian.com/australia-news/2017/jun/03/csiro-cooperation-with-chinese-defence-contractor-should-raise-questions"">investment</a> from CETC. According to its website, <a href=""http://www.cti.ac.cn/Aboutus/Profile/"">CETC54</a> specialises in technologies relating to &ldquo;military communications, satellite navigation and positioning, aeronautical and astronautical observation and control, intelligence reconnaissance and command, and communcations and signals countermeasures&rdquo;. It also <a href=""http://www.cti.ac.cn/Aboutus/Vision/"">describes</a> itself as &ldquo;a key base of the nation&rsquo;s military industry technological research and equipment production&rdquo;.</p>","","TRUE","","","2 | Technology","1 | State-owned enterprise","","","","","","3 | Research partnership14 | Australia","17 | MoU-agreement14 | Australia","14 | Australia","14 | Australia","14 | Australia","9 | CETC14 | Australia","","","",""
"54","9 | CETC","7 | Investment or joint venture","","72 | France","","48.89145","2.24575","Thales joint venture","2012","","","","","<p>In 2012, CETC <a href=""http://www.dsti.net/Information/ViewPoint/58042"">signed</a> a joint venture agreement with Thales.</p>
<p>According to Thales, in 2013 the company <a href=""https://www.thalesgroup.com/en/countries/asia-pacific/china"">opened</a> the Thales CETC Avionics (TCA) Joint Venture in Chengdu 'to produce the IFE (In-Flight Entertainment) system, software and equipment for single aisle aircraft and for the COMAC C919 aircraft.'</p>","","FALSE","","","2 | Technology","1 | State-owned enterprise","","","","","","7 | Investment or joint venture72 | France","72 | France","72 | France","72 | France","72 | France","9 | CETC72 | France","","","",""
"89","9 | CETC","","","228 | United States","","","","Cisco Systems joint venture","2012","2014","","","","<p>In 2012, CETC <a href=""https://blogs.cisco.com/news/cisco-signs-joint-venture-agreement"">signed</a> a joint venture agreement with Cisco Systems.</p>
<p>According to the Wall Street Journal, a Cisco spokesperson <a href=""https://www.wsj.com/amp/articles/struggles-in-china-push-cisco-to-strike-deal-1442965527"">said</a> that the companies abandoned plans for the joint venture in June 2014 while they were still waiting for government approvals.</p>","","FALSE","","","2 | Technology","1 | State-owned enterprise","","","900 Yishan Rd, Xuhui Qu, Shanghai Shi, China, 200000","","","228 | United States","228 | United States","228 | United States","228 | United States","228 | United States","9 | CETC228 | United States","","","",""
"139","9 | CETC","1 | R&D lab","17 | MoU-agreement","228 | United States","Goleta","34.43989","-119.84987","Eucalyptus Systems joint lab","2012","","","","","<p>In April 2012, CETC No. 32 Research Institute and US-based Eucalyptus Systems, Inc <a href=""https://web.archive.org/web/20191122045122/https://www.tmcnet.com/usubmit/2012/04/09/6244299.htm"">announced</a> they would establish a joint laboratory in Shanghai.</p>","","FALSE","","","2 | Technology","1 | State-owned enterprise","","","","","","1 | R&D lab228 | United States","17 | MoU-agreement228 | United States","228 | United States","228 | United States","228 | United States","9 | CETC228 | United States","","","",""
"88","9 | CETC","7 | Investment or joint venture","","228 | United States","Iowa","42.49088","-91.47572","Rockwell-Collins","2010","","","","","<p>In June 2010, Rockwell Collins <a href=""https://web.archive.org/web/20180221233748/http://miit.gov.cn/n1146290/n1146402/n1146455/c3225443/content.html"">signed</a> a letter of intent to form a joint venture with CETC's subsidiary, China Electronics Technology Avionics Co., Ltd.&nbsp;</p>","","FALSE","","","2 | Technology","1 | State-owned enterprise","","","389 Gang'ao Rd, Pudong Xinqu, Shanghai Shi, China","","","7 | Investment or joint venture228 | United States","228 | United States","228 | United States","228 | United States","228 | United States","9 | CETC228 | United States","","","",""
"53","9 | CETC","1 | R&D lab","","175 | Pakistan","Islamabad","33.64939","73.01829","National Electronic Complex of Pakistan","2008","","","","","<p>In 2008, the Government of Pakistan and CETC International agreed to establish the National Electronic Complex of Pakistan (NECOP). NECOP carries out defence research and is designed to ""help Pakistan achieving indigenous R&amp;D and production capabilities"", according to a Pakistani media <a href=""https://nation.com.pk/29-Oct-2008/pakistan-china-to-jointly-set-up-national-electronics-complex"">report</a>. The contract to establish NECOP <a href=""https://defence.pk/pdf/threads/pak-china-jointly-establish-national-electronics-complex.15249/"">reportedly</a> allocated US$300 million for the project.</p>
<p>In a 2018 <a href=""https://www.kcl.ac.uk/alpha/assets/pdfs/31may2018-public.pdf"">report</a>, the British research organisation Project Alpha raised concerns that NECOP's work may include research on components for Pakistan's missiles and nuclear weapons. While the extent of CETC's role in NECOP is unclear, the facility is run by Pakistan's National Engineering and Scientific Commission&mdash;an organisation that oversees Pakistan's weapons of mass destruction.</p>
<p>Pakistan appears to be a major market and close partner for CETC. In 2011, the CEO of CETC International was awarded a presidential medal on Pakistan's national day.</p>","","FALSE","","","2 | Technology","1 | State-owned enterprise","","","","","","1 | R&D lab175 | Pakistan","175 | Pakistan","175 | Pakistan","175 | Pakistan","175 | Pakistan","9 | CETC175 | Pakistan","","","",""
"175","9 | CETC","3 | Research partnership","","243 | South Africa","","-33.93343","18.47071","South African Radio Astronomy Observatory collaboration","2008","","","","","<p>According to Chinese media, CETC and the South African Radio Astronomy Observatory have <a href=""http://www.ecns.cn/hd/2018-07-24/detail-ifywhfmh2719299.shtml"">collaborated</a> since 2008.</p>","","FALSE","","","2 | Technology","1 | State-owned enterprise","","","","","","3 | Research partnership243 | South Africa","243 | South Africa","243 | South Africa","243 | South Africa","243 | South Africa","9 | CETC243 | South Africa","","","",""
"48","9 | CETC","5 | Overseas Office","","13 | Austria","Graz","47.06667","15.43333","European headquarters","","","","","","<p>The Graz headquarters was <a href=""http://web.archive.org/web/20181119041719/http://www.headquarters-austria.at/2016/chinesisches-top-ten-unternehmen-errichtet-europa-headquarters-in-graz/"">reportedly</a> the first CETC subsidiary outside of Asia. Hu Aimin, General Manager of CETC, <a href=""https://www.advantageaustria.org/cn/oesterreich-in-china/news/local/China_Electronics_Technology__CETC__announced_plans_.en.html"">said</a>: ""Austria is a high performing country that is strong and open in innovation. And Austria is at the heart of Europe, making it the ideal link between West and East.""</p>","","FALSE","","","2 | Technology","1 | State-owned enterprise","","","","","","5 | Overseas Office13 | Austria","13 | Austria","13 | Austria","13 | Austria","13 | Austria","9 | CETC13 | Austria","","","",""
"50","9 | CETC","1 | R&D lab","","62 | Egypt","Cairo","30.04444","31.23583","joint laboratory for renewable energy","","","","","","<p>In 2015, CETC and Egypt <a href=""https://en.amwalalghad.com/egypt-china-to-establish-joint-lab-for-renewable-energy/"">signed</a> a cooperation protocal to build a joint laboratory for renewable energy.</p>","","FALSE","","","2 | Technology","1 | State-owned enterprise","","","","","","1 | R&D lab62 | Egypt","62 | Egypt","62 | Egypt","62 | Egypt","62 | Egypt","9 | CETC62 | Egypt","","","",""
"51","9 | CETC","6 | Manufacturing facility","","103 | India","Sri Chittoor","13.54622","79.99242","200MW Solar Cells Manufacturing Facility of CETC(India) Solar Park","","","","","","<p>In March, 2018, CETC (India) <a href=""https://www.pv-tech.org/chinas-cetc-breaks-ground-on-200mw-solar-cell-facility-in-india/"">held</a> a groundbreaking ceremony for the first phase of a 200 MW solar cell manufacturing facility.</p>","","FALSE","","","2 | Technology","1 | State-owned enterprise","","","","","","6 | Manufacturing facility103 | India","103 | India","103 | India","103 | India","103 | India","9 | CETC103 | India","","","",""
"52","9 | CETC","1 | R&D lab","","113 | Kenya","Nairobi","-1.32341","36.90340","EAC Joint Air Traffic Management Laboratory","","","","","","<p>In 2016, CETC signed an agreement with the East African Community to establish <a href=""https://www.cassoa.org/china-and-eac-seal-deal-to-improve-on-air-traffic-management-in-the-region-2/"">an air traffic management academy</a> in Nairobi, Kenya.</p>","","FALSE","","","2 | Technology","1 | State-owned enterprise","","","","","","1 | R&D lab113 | Kenya","113 | Kenya","113 | Kenya","113 | Kenya","113 | Kenya","9 | CETC113 | Kenya","","","",""
"21","1 | Huawei","11 | Smart City-Public Security project","25 | Facial recognition","105 | Iraq","Baghdad","33.29655","44.42386","Baghdad Smart Cities Project","2019","","2 | Smart cities","1 | Artificial Intelligence","6 | Surveillance","<p>In March 2019, <a href=""http://archive.fo/01pck"">Huawei launched the first phase</a> of a smart cities security project in Baghdad's Karrada neighbourhood. Chinese media reported that the project is funded by Huawei. The project provides surveillance cameras, which have facial detection and tracking capacity. The head of Baghdad's Provincial Council noted that the city needs more than 20,000 security surveillance cameras to cover all streets and neighbourhoods.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","11 | Smart City-Public Security project105 | Iraq","25 | Facial recognition105 | Iraq","2 | Smart cities105 | Iraq","1 | Artificial Intelligence105 | Iraq","6 | Surveillance105 | Iraq","1 | Huawei105 | Iraq","","","",""
"22","1 | Huawei","11 | Smart City-Public Security project","","114 | Kyrgyzstan","Bishkek-Osh","42.87318","74.56914","Bishkek and Osh Huawei Smart Cities project","2018","","2 | Smart cities","6 | Surveillance","","<p>In January 2018, Huawei and the Government of Kyrgyzstan <a href=""http://archive.fo/SElDG"">signed an agreement to implement a smart cities project</a>. Under the agreement, Huawei would be responsible for the <a href=""http://archive.fo/uGW1o"">whole implementation and capital expenditure for the Kyrgyzstan Smart City Project</a>. The project <a href=""https://web.archive.org/web/20190716043738/http://www.unpan.org/Regions/AsiaPacific/PublicAdministrationNews/tabid/115/mctl/ArticleView/ModuleId/1467/articleId/57022/Default.aspx"">will be implemented</a> in Bishkek and Osh, as well as on three roads (Bishkek&ndash;Osh, Bishkek&ndash;Cholpon&ndash;Ata and a road connecting Bishkek to Manas International Airport). The government said the project is aimed at responding to terrorist and criminal threats and reducing road traffic accidents. Huawei, Beijing China Veterans Lingxin Capital Management and Aka Minerals and Mining LLC are investing a combined total of US$$60 million in the project, according to media reporting. Media in Kyrgyzstan have reported that, at the signing ceremony, Kyrgyz Prime Minister Sapar Isakov said that Kyrgyzstan will pay Huawei back within a five-year period. Local media <a href=""https://web.archive.org/web/20190716043738/http://www.unpan.org/Regions/AsiaPacific/PublicAdministrationNews/tabid/115/mctl/ArticleView/ModuleId/1467/articleId/57022/Default.aspx"">also reported</a> that ""Huawei has to ensure compliance of all equipment and services with the requirements for the protection of personal data, as well as the requirements for cyber security in accordance with the legislation of Kyrgyzstan.""</p>
<p><a href=""https://thediplomat.com/2019/08/smart-cities-or-surveillance-huawei-in-central-asia/"">According to The Diplomat,</a> in March 2018 the Kyrgyzstan Government withdrew from the deal. It instead chose Russian company Vega to implement the first phase of the project, costing US$34 million, as opposed to $60 million.</p>","","TRUE","","","1 | Telecommunications","6 | Private company","","","","","","11 | Smart City-Public Security project114 | Kyrgyzstan","114 | Kyrgyzstan","2 | Smart cities114 | Kyrgyzstan","6 | Surveillance114 | Kyrgyzstan","114 | Kyrgyzstan","1 | Huawei114 | Kyrgyzstan","","","",""
"57","1 | Huawei","15 | Telecommunications or ICT","","217 | Turkmenistan","","37.89494","58.29257","Huawei in Turkmenistan","2012","","","","","<p>Huawei engages in a range of activities in Turkmenistan. In 2015, Turkmenistan's Ministry of Railway Transport <a href=""https://web.archive.org/web/20171224092313/https://www.railwaygazette.com/news/infrastructure/single-view/view/huawei-awarded-turkmenistan-gsm-r-contract.html"">awarded Huawei a contract</a> to supply Global System for Mobile Communications&mdash;Railway (GSM-R) for the 265-kilometre line from Bereket to Ak Yayla on the Iranian border. It was reported that the scope of the contract includes a multiservice transport platform backbone, videoconference facilities for station offices, data storage and station public address systems.</p>","","TRUE","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT217 | Turkmenistan","217 | Turkmenistan","217 | Turkmenistan","217 | Turkmenistan","217 | Turkmenistan","1 | Huawei217 | Turkmenistan","","","",""
"77","1 | Huawei","11 | Smart City-Public Security project","12 | 5G relationship","220 | Turkey","Istanbul","40.95547","29.11809","Turkcell-Huawei agreement on 5G core & smart cities development","2018","","2 | Smart cities","3 | 5G","11 | Cloud","<p>In October 2018, Turkish mobile operator Turkcell signed an agreement to collaborate with Huawei on 5G and smart cities development. Media in Turkey <a href=""http://archive.fo/6D9EG#selection-1867.0-1867.167"">reported</a> that Li Dafeng (Director of the Huawei ICT Infrastructure Managing Board Office) said the agreement will pave the way for digital transformation in Turkey and Central Asia.</p>
<p>In February 2019, <a href=""https://web.archive.org/web/20190216235608/https://www.huawei.com/en/press-events/news/2019/2/turkcell-5g-oriented-all-cloud-core-network"">Huawei reported</a> that Turkcell would ""join hands with Huawei to build a 5G-oriented all-cloud core network"". Also in February 2019, Turkcell CEO Kaan Terzioğlu came to Huawei's defence in the media, <a href=""https://web.archive.org/web/20190208094755/https://www.dailysabah.com/technology/2019/02/06/turkcell-ceo-huawei-reliable-partner-despite-security-allegations"">stating</a>: ""No one should expect us to act upon unproven claims. Turkcell will continue to work with its longtime business partner Huawei.""</p>
<p>In March 2020, Turkcell announced that it had <a href=""http://web.archive.org/web/20210119161847/https://www.huawei.com/en/news/2020/2/turkcell-huawei-800g-trial-live-carrier-network"">completed a 800 G wavelength-division multiplexing trial with Huawei</a> on a live mobile carrier network.</p>","","TRUE","","","1 | Telecommunications","6 | Private company","","","","","","11 | Smart City-Public Security project220 | Turkey","12 | 5G relationship220 | Turkey","2 | Smart cities220 | Turkey","3 | 5G220 | Turkey","11 | Cloud220 | Turkey","1 | Huawei220 | Turkey","","","",""
"81","1 | Huawei","8 | Data centre","","175 | Pakistan","Islamabad","33.73805","73.08449","National Data Centre","2016","","","","","<p>In 2014, Dahua <a href=""https://archive.ph/zuT3Y"">held</a> a security forum in Nairobi, Kenya, in partnership with its local distributer, Imax Cameras. The topic of the forum was ""current status and trends in industrial technology as well as local market demands"".</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","8 | Data centre175 | Pakistan","175 | Pakistan","175 | Pakistan","175 | Pakistan","175 | Pakistan","1 | Huawei175 | Pakistan","","","",""
"83","1 | Huawei","15 | Telecommunications or ICT","","54 | Germany","","52.48432","13.35629","Germany Railway Communications","2015","","","","","<p>In 2015, Huawei with joint strategic partner Siemens Convergence Creators GmbH, a subsidary of Siemens won the contract for the <a href=""http://archive.fo/kMyry"">Deutsche Bahn</a>&nbsp;Global System for Mobile Communications (GSM-R) project.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT54 | Germany","54 | Germany","54 | Germany","54 | Germany","54 | Germany","1 | Huawei54 | Germany","","","",""
"147","1 | Huawei","15 | Telecommunications or ICT","","188 | Russia","Sochi","43.59720","39.72753","Sochi Railway Communications; 2014 Olympics","2014","","","","","<p>Huawei completed the installation of the Global System for Mobile Communications (GSM-R) network for&nbsp; <a href=""http://archive.fo/mf4Mn"">Sochi Railway</a> in 2013, ready for the Sochi Winter Olympics the following year.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT188 | Russia","188 | Russia","188 | Russia","188 | Russia","188 | Russia","1 | Huawei188 | Russia","","","",""
"166","1 | Huawei","1 | R&D lab","","228 | United States","Greensboro","36.08379","-79.96789","Futurewei North Carolina Research Center","","","","","","<p>This is a research centre of Futurewei Technologies, a subsidiary of Huawei.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","7736 McCloud Road, Suite 100, Greensboro, NC 27409","","","1 | R&D lab228 | United States","228 | United States","228 | United States","228 | United States","228 | United States","1 | Huawei228 | United States","","","",""
